measurement_date,sensor1,sensor2,sensor3,sensor4,sensor5,flag
2023-01-01 00:00:00,102.57399925344693,77.48155848232382,100.52749545699123,117.54627519611553,91.5199052423386,0
2023-01-01 01:00:00,91.00245102717713,139.5198085211982,105.26461164967468,137.00132204718687,114.6296804779622,0
2023-01-01 02:00:00,96.3894930037846,137.44237817285284,92.21344428901861,124.78790751009582,112.38223703675696,0
2023-01-01 03:00:00,94.91261349532303,51.93979311722591,96.08851427062461,76.21949847449804,111.11166375600163,0
2023-01-01 04:00:00,108.92972842774125,56.07204228861682,74.8000561598117,112.62339546815679,95.72433796678506,0
2023-01-01 05:00:00,96.30609405050609,48.69332523731477,48.353313039596586,95.04254918581209,125.80917868445752,0
2023-01-01 06:00:00,105.50524540730227,155.93803480974947,106.14267965694589,98.19753718895063,99.2582003975363,0
2023-01-01 07:00:00,120.71247787106843,102.83124696345304,82.94114358048455,83.48815279357997,119.17036477294991,0
2023-01-01 08:00:00,113.3261801826178,98.66302367099854,108.34686376328153,97.7196348462023,109.52819791555436,0
2023-01-01 09:00:00,96.39244238860212,116.92591858271823,119.22569470055198,126.30807164943664,108.08201611623623,0
2023-01-01 10:00:00,97.40717849759008,71.38873636294423,100.26806175494356,74.78778690333341,101.5918721191541,0
2023-01-01 11:00:00,105.51165412077471,94.91027846634749,105.83184608369396,101.21436402651082,128.082717399481,0
2023-01-01 12:00:00,84.35865756254022,64.84672028373868,71.2318114356865,147.73870841408842,109.21761680350083,0
2023-01-01 13:00:00,92.51117718758093,118.54144217105987,116.79479620112873,86.77721722247091,110.59684718565359,0
2023-01-01 14:00:00,106.1478019152889,71.8576143317764,65.79938296848536,89.1472402978888,125.86813928971468,0
2023-01-01 15:00:00,100.06212796074566,111.26187566701599,90.97155677289471,125.48171387208498,130.9105886422639,0
2023-01-01 16:00:00,120.74309388360408,132.2835608050038,80.75874206849997,103.33840315231394,131.59953011203044,0
2023-01-01 17:00:00,95.29366756145222,96.97974308114146,101.4938028571056,98.10979036560867,126.7072883741999,0
2023-01-01 18:00:00,91.09595478825173,125.29330507866882,98.61694083868865,149.8907351234542,114.01194592179348,0
2023-01-01 19:00:00,92.75430017200475,64.25799970845773,70.16777087162507,61.14720861991663,129.147465403878,0
2023-01-01 20:00:00,101.87688714864059,64.86633980002281,89.02450927893157,97.2549254991396,111.65204742344646,0
2023-01-01 21:00:00,100.21405839326364,107.20664002628995,73.34528708127387,87.02410622227397,134.62487861485107,0
2023-01-01 22:00:00,124.21168644208484,94.25194343218759,88.72577983178745,53.590507596475476,137.44071444457882,0
2023-01-01 23:00:00,98.00252215891673,58.32356956299459,107.99047929770619,75.43640898734077,135.66866067163645,0
2023-01-02 00:00:00,102.62356254182332,86.20813427117288,70.56864303116848,100.58893146167406,126.64300182646429,0
2023-01-02 01:00:00,111.00621429133221,136.77944217869225,134.86011697999191,55.813098142034654,145.60013072533545,0
2023-01-02 02:00:00,101.1697049300093,79.58149755393653,91.52134089474929,97.96352581322665,141.98811718875928,0
2023-01-02 03:00:00,107.89052348107725,101.54003159883509,115.03297192168397,93.90841557775609,116.84259336544645,0
2023-01-02 04:00:00,106.36828531549845,89.07974210256671,146.59031520138134,131.69284699539818,123.60577897205516,0
2023-01-02 05:00:00,110.8758502670174,106.63674935741317,68.6013963791636,111.42402958363938,144.51502717967995,0
2023-01-02 06:00:00,88.50940874705944,111.35028538582242,92.25683517114794,100.8153316456291,137.79966333245693,0
2023-01-02 07:00:00,110.75087789713159,118.63618329211558,95.76459108017004,99.98261917099192,132.71496020723092,0
2023-01-02 08:00:00,101.3735371117599,116.54179470000473,83.24048494615974,88.82569475611531,141.45094813199978,0
2023-01-02 09:00:00,104.71193930037919,125.71512919877011,124.13884633472122,87.78047543251533,135.44583906735036,0
2023-01-02 10:00:00,99.05713569209338,113.7735135469041,98.18357456516068,103.77022200837435,151.62298468473605,0
2023-01-02 11:00:00,119.59754529296265,106.88555155642332,127.60352996454459,73.04278936951705,147.3017380068198,0
2023-01-02 12:00:00,82.61947863282424,85.6219192861272,91.0118958705897,59.360165846780795,149.01192070847645,0
2023-01-02 13:00:00,117.16621642711266,8.863545180963115,109.23758872615625,91.65039748828762,137.7389837005677,0
2023-01-02 14:00:00,96.46561033254966,89.24835344503849,93.40410160485882,116.11526761224304,131.19496116322978,0
2023-01-02 15:00:00,118.6279199382973,77.27005661881671,93.77873495677409,78.38683426375903,153.87383205945764,0
2023-01-02 16:00:00,115.63236106579137,80.06488379136086,106.887425653448,21.791025952976767,155.18217721302085,0
2023-01-02 17:00:00,113.65195898042165,49.068036010370534,113.96475322947093,117.71520530332793,141.4190251652467,0
2023-01-02 18:00:00,111.86497931895,123.74294117366516,85.35817451738126,102.60888325334815,155.0390028530861,0
2023-01-02 19:00:00,126.32793934934489,45.328965900890125,85.673201435736,91.02515832972568,144.95114150156755,0
2023-01-02 20:00:00,97.79650923282483,113.83174601022755,89.4439870997175,98.2208826041648,147.35362867235511,0
2023-01-02 21:00:00,98.01413894836674,94.24524680738838,99.6784711382073,116.43520437437955,153.39064105423276,0
